Date,Sales Order ID,Vendor ID,Description,Debit EUR,Credit EUR,Transaction: Subtype,Vendor Quality History,Vendor Consistency,Processing Method,Processing Efficiency (%),
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1954.33,Sales credit invoice,0.38599114,80,Standard Process,49.36960279,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1963.81,Sales credit invoice,0.343596492,80,Standard Process,46.27288202,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2401,Sales credit invoice,0.415115352,80,Standard Process,70.77462166,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,10437,Sales credit invoice,0.390861072,80,Standard Process,57.73141723,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1659,Sales credit invoice,0.488930652,80,Standard Process,65.59711299,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,2343.3,0,Sales credit invoice,0.534951765,80,Standard Process,81.75644219,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,1963.81,0,Sales credit invoice,0.408195201,80,Standard Process,55.09633528,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,14145.16,0,Sales credit invoice,0.392872938,80,Standard Process,61.62050838,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1603,Sales credit invoice,0.482940587,80,Standard Process,75.59982111,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2926,Sales credit invoice,0.457133007,80,Standard Process,54.2663257,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,4620,Sales credit invoice,0.369616582,80,Standard Process,48.11768635,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,2732.27,0,Sales credit invoice,0.372487675,80,Standard Process,56.73493384,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,1954.33,0,Sales credit invoice,0.419094553,80,Standard Process,51.52946213,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,4345.06,0,Sales credit invoice,0.447093568,80,Standard Process,82.65275492,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,3857,Sales credit invoice,0.395364126,80,Standard Process,77.72887537,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,3206,Sales credit invoice,0.479196613,80,Standard Process,70.65285214,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,4459,Sales credit invoice,0.399477716,80,Standard Process,80.2941539,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,3254.05,0,Sales credit invoice,0.46743725,80,Standard Process,77.54871911,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,777.93,0,Sales credit invoice,0.362585532,80,Standard Process,52.55608738,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,6261.44,0,Sales credit invoice,0.518230895,80,Standard Process,81.14863944,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,20223,Sales credit invoice,0.394245446,80,Standard Process,66.8433608,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1729,Sales credit invoice,0.48064234,80,Standard Process,77.70132628,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2016,Sales credit invoice,0.446022664,80,Standard Process,81.29169765,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,2096.63,0,Sales credit invoice,0.364951889,80,Standard Process,57.87914074,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,12997.24,0,Sales credit invoice,0.323735834,80,Standard Process,49.45710294,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,673.58,0,Sales credit invoice,0.363979019,80,Standard Process,54.23137408,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,2476.11,0,Sales credit invoice,0.443283917,80,Standard Process,62.29786544,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2732.27,Sales credit invoice,0.413313671,80,Standard Process,78.12959802,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2997.9,Sales credit invoice,0.46946584,80,Standard Process,79.85958862,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,2044,0,Sales credit invoice,0.335231316,80,Standard Process,45.28156129,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,10437,0,Sales credit invoice,0.362750827,80,Standard Process,65.68526575,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2248.43,Sales credit invoice,0.478410989,80,Standard Process,61.90514563,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2770.21,Sales credit invoice,0.371507502,80,Standard Process,53.99536632,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,14145.16,Sales credit invoice,0.328975461,80,Standard Process,49.85454738,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,20223,0,Sales credit invoice,0.411543864,80,Standard Process,58.67341444,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,3857,0,Sales credit invoice,0.471526123,80,Standard Process,83.18784301,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,1442,0,Sales credit invoice,0.337187583,80,Standard Process,58.08971875,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2096.63,Sales credit invoice,0.391859556,80,Standard Process,66.01102018,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,3254.05,Sales credit invoice,0.524687495,80,Standard Process,73.47226784,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2912.52,Sales credit invoice,0.361580538,80,Standard Process,59.7269989,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1827,Sales credit invoice,0.556892571,80,Standard Process,84.35717435,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2212,Sales credit invoice,0.507120213,80,Standard Process,83.97911545,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,9590,Sales credit invoice,0.385721385,80,Standard Process,55.19718298,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,497,Sales credit invoice,0.439147683,80,Standard Process,65.13856449,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,5227.36,0,Sales credit invoice,0.332356094,80,Standard Process,57.18557155,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,2770.21,0,Sales credit invoice,0.388343977,80,Standard Process,56.53604002,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,3396.36,0,Sales credit invoice,0.30365598,80,Standard Process,46.49392137,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,673.58,Sales credit invoice,0.410333864,80,Standard Process,69.68735553,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,9750,0,Sales credit invoice,0.346702286,80,Standard Process,65.35850044,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,29373.45,Sales credit invoice,0.314915643,80,Standard Process,47.08488943,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,8593,0,Sales credit invoice,0.43389668,80,Standard Process,56.2851818,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,13188.2,0,Sales credit invoice,0.522301433,80,Standard Process,81.78476838,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,0,11282.73,Sales credit invoice,0.334809248,80,Standard Process,54.70225657,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,2236,0,Sales credit invoice,0.344484773,80,Standard Process,50.86824232,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,31662.62,Sales credit invoice,0.368706427,80,Standard Process,64.82283679,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,46503.68,Sales credit invoice,0.495813908,80,Standard Process,84.91884339,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,47506.8,0,Sales credit invoice,0.349931709,80,Standard Process,54.8032385,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,0,22724.75,Sales credit invoice,0.464497828,80,Standard Process,72.22148967,
01-01-2022,202026,101420,zAU-1141 zM NS 0-10,15276,0,Sales credit invoice,0.413926018,80,Standard Process,75.84559442,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,14846,0,Sales credit invoice,0.360388945,80,Standard Process,54.62432053,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,5658.63,Sales credit invoice,0.480118181,80,Standard Process,74.49276212,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,4225,0,Sales credit invoice,0.402852282,80,Standard Process,59.89521688,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,18904.98,Sales credit invoice,0.432640057,80,Standard Process,70.60838614,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,5185,0,Sales credit invoice,0.410766292,80,Standard Process,70.65795329,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,1547,0,Sales credit invoice,0.412021955,80,Standard Process,66.69887471,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,4620,0,Sales credit invoice,0.347615216,80,Standard Process,48.65673569,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,574,0,Sales credit invoice,0.503647992,80,Standard Process,78.82975107,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,6043.24,Sales credit invoice,0.368596553,80,Standard Process,57.99159263,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,4345.06,Sales credit invoice,0.40844472,80,Standard Process,52.55399967,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,9555,0,Sales credit invoice,0.340015955,80,Standard Process,46.65139323,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,86870,Verkoopfactuur,0.446077607,80,Standard Process,68.9311642,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,16003,0,Sales credit invoice,0.41988704,80,Standard Process,72.44135665,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,40150.57,Sales credit invoice,0.298876799,80,Standard Process,45.67180707,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,12919.8,0,Sales credit invoice,0.374491471,80,Standard Process,65.73976886,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,9230,0,Sales credit invoice,0.336186412,80,Standard Process,54.1730789,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,17001.62,Sales credit invoice,0.467387037,80,Standard Process,71.12949801,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,0,103376.35,Sales credit invoice,0.361196217,80,Standard Process,52.06184037,
01-01-2022,202026,101420,zAU-1141 zM NS 0-10,18720,0,Sales credit invoice,0.512091697,80,Standard Process,72.98297839,
01-01-2022,202026,101420,zAU-1141 zM NS 0-10,12996,0,Sales credit invoice,0.383992898,80,Standard Process,60.66278153,
01-01-2022,202026,101420,zAU-1141 zM NS 0-10,0,21157.47,Sales credit invoice,0.488520338,80,Standard Process,82.93756454,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,20293,0,Sales credit invoice,0.423616955,80,Standard Process,50.56959824,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,20602.57,Sales credit invoice,0.322122236,80,Standard Process,58.81318722,
01-01-2022,202027,101420,zAU-1142 RV zM 0-10,0,8359.34,Sales credit invoice,0.397465889,80,Standard Process,49.59567761,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,9320.8,0,Sales credit invoice,0.536582324,80,Standard Process,82.45009154,
01-01-2022,202039,101420,zAU-1143 zM GA 0-10m,0,28697.96,Sales credit invoice,0.511162605,80,Standard Process,80.53224381,
01-01-2022,202026,101420,zAU-1141 zM NS 0-10,12072,0,Sales credit invoice,0.352226511,80,Standard Process,55.44663592,
01-01-2022,202026,101420,zAU-1141 zM NS 0-10,0,30476.13,Sales credit invoice,0.476837374,80,Standard Process,71.72935386,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,5607,0,Sales credit invoice,0.464998733,80,Standard Process,78.09749911,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,0,8990.49,Sales credit invoice,0.44812713,80,Standard Process,67.48563287,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,0,32106.82,Sales credit invoice,0.411585878,80,Standard Process,66.45084842,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,14706,0,Sales credit invoice,0.370138634,80,Standard Process,54.79501778,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1442,Sales credit invoice,0.336915697,80,Standard Process,48.7706621,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,2506,Sales credit invoice,0.462942786,80,Standard Process,81.3372382,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,2172.53,0,Sales credit invoice,0.425749527,80,Standard Process,81.46693132,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,2912.52,0,Sales credit invoice,0.403047367,80,Standard Process,70.64060902,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,27408.06,0,Sales credit invoice,0.357718986,80,Standard Process,58.73070654,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,4680,0,Sales credit invoice,0.422115286,80,Standard Process,59.14298777,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,0,7710.29,Sales credit invoice,0.507765113,80,Standard Process,74.40120499,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,0,5528.13,Sales credit invoice,0.443557191,80,Standard Process,81.33296553,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,5562,0,Sales credit invoice,0.471064805,80,Standard Process,80.92700018,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,23310,0,Sales credit invoice,0.41494902,80,Standard Process,76.58495961,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,0,5906.37,Sales credit invoice,0.458626209,80,Standard Process,71.00228167,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,3654,0,Sales credit invoice,0.382598587,80,Standard Process,48.40766858,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,0,37678.59,Sales credit invoice,0.323602036,80,Standard Process,51.54596292,
01-01-2022,202028,101420,zAU-1156 zM0-10 DMZ,0,24265.6,Sales credit invoice,0.479362683,80,Standard Process,81.39144464,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1897,Sales credit invoice,0.416527489,80,Standard Process,69.56037692,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,1449,Sales credit invoice,0.320527856,80,Standard Process,45.37248059,
01-01-2022,201381,101420,zAU-1103 0-5 DAA/B/G,0,574,Sales credit invoice,0.31411959,80,Standard Process,49.10959749,
